# 거리 단위 수정 보고서
생성일: 2025-11-24T09:25:24.746Z

## 요약
- 수정 대상: 977개
- 성공: 977개
- 실패: 0개

## 수정 내역

| ID | 산 | 등산로 | 기존 거리 | 수정 거리 |
| 58fd42a4-9f95-4096-b663-d4df94ef080d | 내포문화숲길 | 내포문화숲길 5번 코스 (왕복코스) | 10941m | 10.9km |
| 17004107-145f-44ae-8612-c2598009f79f | 소백산 | 소백산 2번 코스 (왕복코스) | 10911m | 10.9km |
| dedb2dc2-ea5c-4900-b961-1c92ab3771c6 | 금정산 | 금정산 6번 코스 (정방향) | 10849m | 10.8km |
| ae3e3d1a-880e-4f85-9799-93b88151fa9b | 방태산 | 방태산 1번 코스 (역방향) | 10844m | 10.8km |
| 5f7d4009-af04-41be-b3e7-61d1f20674de | 강천산 | 강천산 3번 코스 (왕복코스) | 10834m | 10.8km |
| f2725de8-9ec9-49d6-8e8d-f51738646623 | 천마산 | 천마산 5번 코스 (역방향) | 10787m | 10.8km |
| 13cda1ba-3259-4357-822c-3ef1e51a4cf9 | 서대산 | 서대산 1번 코스 (정방향) | 10780m | 10.8km |
| d44f4b4e-9ed3-475d-aff9-6e2bdc623425 | 도봉산 | 도봉산 12번 코스 (정방향) | 10757m | 10.8km |
| bbe54830-c0f6-4db7-b3dd-95b723d3053f | 삼악산 | 삼악산 15번 코스 (역방향) | 10718m | 10.7km |
| f5de9e5b-337d-446e-9410-c625f73ac66b | 소백산 | 소백산 7번 코스 (왕복코스) | 10703m | 10.7km |
| 230753df-26d0-4005-a588-c2271424ddf9 | 강천산 | 강천산 5번 코스 (정방향) | 10680m | 10.7km |
| 8637ef87-116a-42d8-8e1d-eb77dcacd403 | 삼악산 | 삼악산 15번 코스 (정방향) | 10673m | 10.7km |
| b70bdaa1-6602-46a7-b37b-6eb37677dd6c | 두타산 | 두타산 2번 코스 (역방향) | 10671m | 10.7km |
| ed36f833-48f4-40e6-b208-ef9144e2586c | 점봉산 | 점봉산 1번 코스 (왕복코스) | 10625m | 10.6km |
| eebd165c-350e-4482-908b-f48fd697c62c | 무등산 | 무등산 16번 코스 (역방향) | 10576m | 10.6km |
| 5d8ce35a-9b83-45d9-8fc0-8aca9528c30d | 재약산 | 재약산 2번 코스 (역방향) | 10556m | 10.6km |
| 2dac5434-a9aa-4521-afde-53697aa75881 | 금정산 | 금정산 2번 코스 (역방향) | 10544m | 10.5km |
| 2224772e-3ab4-4687-a6bb-42d3c31f5874 | 금정산 | 금정산 2번 코스 (정방향) | 10544m | 10.5km |
| 372f4767-c8f5-4db4-b802-38139b7d2c2e | 운문산 | 운문산 5번 코스 (역방향) | 10514m | 10.5km |
| bb5461dc-a1d6-462d-86c2-b11e343d383d | 서대산 | 서대산 3번 코스 (정방향) | 10510m | 10.5km |
| b96dcda5-407e-42ad-9829-705bc14a193b | DMZ펀치볼둘레길 | DMZ펀치볼둘레길 4번 코스 (왕복코스) | 10485m | 10.5km |
| 1f9e9d03-897c-40d3-83e1-a7d009c86015 | 지리산둘레길 | 지리산둘레길 10번 코스 (왕복코스) | 10457m | 10.5km |
| f1c5e61c-06be-4e7f-93e4-0b4737ec6b8c | 공작산 | 공작산 8번 코스 (왕복코스) | 10443m | 10.4km |
| d02ca354-6c0e-473d-9deb-8b6930896441 | 덕유산 | 덕유산 9번 코스 (역방향) | 10435m | 10.4km |
| 10941728-3307-4688-8a5c-531a959d4801 | 운악산 | 운악산 4번 코스 (왕복코스) | 10409m | 10.4km |
| 22abee00-525c-4167-a698-712fdce4cb4f | 천태산 | 천태산 1번 코스 (정방향) | 10399m | 10.4km |
| e76782d2-56c3-438a-898b-a8068f3aa49d | 삼악산 | 삼악산 1번 코스 (역방향) | 10385m | 10.4km |
| a989434d-eda1-4a4b-9158-45c39e043112 | 삼악산 | 삼악산 1번 코스 (정방향) | 10385m | 10.4km |
| 46e7f428-1a5e-4b5f-8d6b-406e8d95c41c | 천마산 | 천마산 6번 코스 (역방향) | 10373m | 10.4km |
| 9f758bcd-18e7-43d3-b81d-81422587ff1b | 비슬산 | 비슬산 4번 코스 (역방향) | 10351m | 10.4km |
| a531182e-06b2-4e36-96d3-879b2a928733 | 소요산 | 소요산 7번 코스 (역방향) | 10341m | 10.3km |
| 80be4fc2-26d4-47db-993d-1c457848c4ef | 재약산 | 재약산 10번 코스 (정방향) | 10328m | 10.3km |
| af2127c7-8e24-4778-8749-adbad3ae6bae | 무학산 | 무학산 3번 코스 (정방향) | 10311m | 10.3km |
| a81c0ed4-c546-4135-beba-4df2699f5046 | 금정산 | 금정산 13번 코스 (정방향) | 10305m | 10.3km |
| d266ac1c-4e03-46ea-a7a1-b2d709eb97fa | 덕항산 | 덕항산 1번 코스 (정방향) | 10279m | 10.3km |
| 94030c66-a5ef-42c4-a9bc-bc3207a69242 | 지리산둘레길 | 지리산둘레길 1번 코스 (왕복코스) | 10277m | 10.3km |
| 85d2b752-0ea8-4f5d-b03d-7c03b2d6e76c | 금오산 | 금오산 14번 코스 (왕복코스) | 10264m | 10.3km |
| d832bb93-a241-4923-ad96-790b57a71d21 | 소요산 | 소요산 3번 코스 (역방향) | 10258m | 10.3km |
| 5fb712a8-6f74-481d-8fa5-30580af29601 | 북한산 | 북한산 22번 코스 (역방향) | 10198m | 10.2km |
| f9325ee8-b7d4-4fa5-98b0-2c2e604865d3 | 팔공산 | 팔공산 12번 코스 (역방향) | 10196m | 10.2km |
| 33d2f7a7-0a28-4422-b001-6fd34fe07b17 | 마이산 | 마이산 4번 코스 (정방향) | 10195m | 10.2km |
| 8eac8f26-a9d8-426a-935f-98860126cd2d | 미륵산 | 미륵산 4번 코스 (정방향) | 10187m | 10.2km |
| d698e460-d369-4e41-b454-3f87fc40558a | 마이산 | 마이산 4번 코스 (역방향) | 10186m | 10.2km |
| 3d2567b2-caf1-4446-9882-c4b3b2ec889a | 용화산 | 용화산 7번 코스 (왕복코스) | 10178m | 10.2km |
| 8e71f3f5-7ec4-469c-929f-bd02f6c49566 | 금정산 | 금정산 34번 코스 (왕복코스) | 10155m | 10.2km |
| b862eaeb-6d7b-452f-8d5c-cd77114d7723 | 오봉산 | 오봉산 2번 코스 (역방향) | 10154m | 10.2km |
| 77fe8a38-8484-49f9-a3c7-b13ff0de7d53 | 금정산 | 금정산 28번 코스 (왕복코스) | 10121m | 10.1km |
| 57b5ab1d-ac3b-4883-8b84-1363e77318d5 | 내포문화숲길 | 내포문화숲길 1번 코스 (왕복코스) | 10109m | 10.1km |
| 10fd847c-2409-4438-8ed5-023dfaa434da | 마이산 | 마이산 1번 코스 (역방향) | 10108m | 10.1km |
| 5d0c104b-2353-4c84-aa99-ddd1e8034fa3 | 백암산 | 백암산 4번 코스 (역방향) | 10088m | 10.1km |
| 53921723-2189-4697-aaf8-2c91c7798b44 | 백암산 | 백암산 4번 코스 (정방향) | 10088m | 10.1km |
| bf70f6b4-3aaf-4bc2-81f4-2558cca30006 | 주왕산 | 주왕산 1번 코스 (역방향) | 10083m | 10.1km |
| 7e36c829-2304-4a38-91d8-1e9c950b84a7 | 북한산 | 북한산 28번 코스 (정방향) | 10083m | 10.1km |
| cbe9c00d-6ea3-43a8-a3d5-28622cdb4667 | 금오산 | 금오산 11번 코스 (역방향) | 10033m | 10km |
| 7ac8ab4f-08ce-4ae0-bbb7-f86f058c42c6 | 금오산 | 금오산 11번 코스 (정방향) | 10033m | 10km |
| 29b53071-5c46-4720-8880-05a378778fb4 | 백운산(포천) | 백운산(포천) 2번 코스 (역방향) | 10028m | 10km |
| d7bd535b-251e-494c-8f94-c5f2654b51ee | 무등산 | 무등산 14번 코스 (역방향) | 10012m | 10km |
| a84b739b-3878-47bb-b347-18933de8f1f4 | 용문산 | 용문산 3번 코스 (왕복코스) | 9995m | 10km |
| ca9b3864-eefa-4cd1-96bf-640bfa939178 | 북한산 | 북한산 33번 코스 (정방향) | 9991m | 10km |
| 0e4cba3a-c85f-44b8-bdbc-d67d225297d7 | 금수산 | 금수산 2번 코스 (정방향) | 9990m | 10km |
| 447aff33-f7ca-4d11-86c9-141061546c36 | 북한산 | 북한산 15번 코스 (왕복코스) | 9984m | 10km |
| db215257-6956-45cf-af25-6dbe634fbd64 | 가야산 | 가야산 1번 코스 (왕복코스) | 9978m | 10km |
| b5e40318-3648-40d0-809e-a33a6b93cb94 | 무등산 | 무등산 12번 코스 (정방향) | 9973m | 10km |
| 3a1f336e-26d5-4c22-b794-7f64d73408ce | 금정산 | 금정산 36번 코스 (왕복코스) | 9949m | 9.9km |
| fd42eac6-6547-4e18-baaa-8001f2f677c6 | 선운산 | 선운산 3번 코스 (정방향) | 9912m | 9.9km |
| 217ae959-4ce2-4842-a56d-4185eb0c81d6 | 주흘산 | 주흘산 3번 코스 (정방향) | 9911m | 9.9km |
| 9599062d-d35f-46b7-98f8-b0736ce5e97e | 청량산 | 청량산 1번 코스 (정방향) | 9878m | 9.9km |
| 4a1082b8-4d77-4c2a-a5a4-1f9ce9327333 | 소백산 | 소백산 3번 코스 (정방향) | 9816m | 9.8km |
| cebe413b-1ec3-4d7a-b380-9960c4384bfc | 팔공산 | 팔공산 14번 코스 (정방향) | 9813m | 9.8km |
| d27994c2-ff1f-4fc0-9247-9d8b2e6efe41 | 월출산 | 월출산 3번 코스 (역방향) | 9799m | 9.8km |
| 382540b6-adcb-41a1-a1e8-82a5319d59e7 | 관악산 | 관악산 11번 코스 (역방향) | 9798m | 9.8km |
| 95765de0-490a-49b9-93bb-8f7628097bb0 | 팔공산 | 팔공산 8번 코스 (정방향) | 9796m | 9.8km |
| 6165aa10-4da6-4ea4-a700-f1e81afaf92b | 남산 | 남산 2번 코스 (역방향) | 9784m | 9.8km |
| 16e63000-73ea-4857-9cec-fff753a0b4dc | 방태산 | 방태산 1번 코스 (정방향) | 9783m | 9.8km |
| 53b35d0a-9f68-401c-8931-bad7052c7643 | 재약산 | 재약산 13번 코스 (정방향) | 9772m | 9.8km |
| 04e6635a-f9f0-416f-8eb9-7bafe07c7ac5 | 덕숭산 | 덕숭산 3번 코스 (왕복코스) | 9739m | 9.7km |
| be070c7d-409f-414b-a907-2777925365b8 | 북한산 | 북한산 53번 코스 (정방향) | 9697m | 9.7km |
| 2fe0e467-9c44-405e-aad8-15f695fd760b | 황매산 | 황매산 3번 코스 (정방향) | 9669m | 9.7km |
| c16c726c-2edb-4658-83b8-6b9964df4525 | 선운산 | 선운산 5번 코스 (정방향) | 9668m | 9.7km |
| 5624402d-0b62-42e6-a8a0-0e56b7dfee18 | 선운산 | 선운산 5번 코스 (역방향) | 9666m | 9.7km |
| b99e4c37-50fc-4be1-9e27-7f20858bde04 | 북한산 | 북한산 13번 코스 (정방향) | 9663m | 9.7km |
| c61dfb47-652a-4100-87ae-adeca1c72b93 | 북한산 | 북한산 13번 코스 (역방향) | 9663m | 9.7km |
| 81be3df4-b9f0-4e93-a6fd-0a6c1bae6484 | 지리산둘레길 | 지리산둘레길 15번 코스 (왕복코스) | 9647m | 9.6km |
| ca4c6a79-e753-40ee-9e59-60ccf22311e4 | 황매산 | 황매산 3번 코스 (역방향) | 9634m | 9.6km |
| 104e569f-f492-48c3-8c19-dd1fca491407 | 내연산 | 내연산 4번 코스 (역방향) | 9603m | 9.6km |
| c8b064f7-52d4-4e50-8426-9ad936e5d058 | 팔공산 | 팔공산 18번 코스 (역방향) | 9576m | 9.6km |
| fbfa310f-ccc5-4320-972f-0723fe89c5e3 | 태백산 | 태백산 2번 코스 (역방향) | 9574m | 9.6km |
| 778487fd-cced-431c-a9e9-3fbe922a25c6 | 관악산 | 관악산 4번 코스 (정방향) | 9545m | 9.5km |
| d2a508f2-a594-418c-a273-7fa8705adeab | 용문산 | 용문산 1번 코스 (왕복코스) | 9541m | 9.5km |
| 59c95657-050c-4de8-823e-d21f9fb515d3 | 운문산 | 운문산 6번 코스 (정방향) | 9509m | 9.5km |
| f8f219be-1e11-428b-a124-87a780e23315 | 운문산 | 운문산 6번 코스 (역방향) | 9498m | 9.5km |
| 26d65fbf-8d0e-4c89-8a51-fbe9f124d99d | 무학산 | 무학산 4번 코스 (역방향) | 9483m | 9.5km |
| c9252f66-04a9-495d-a4c8-b0db3a25fe38 | 무학산 | 무학산 4번 코스 (정방향) | 9483m | 9.5km |
| a279f12e-9596-4bc1-a2d3-f50c9eaa8a11 | 신불산 | 신불산 11번 코스 (역방향) | 9457m | 9.5km |
| 0b3a973f-6eb0-4d82-b01c-5a12e1f732fd | 덕유산 | 덕유산 10번 코스 (역방향) | 9456m | 9.5km |
| a936bc76-1644-49fb-9255-7916f90627ac | 금정산 | 금정산 18번 코스 (역방향) | 9442m | 9.4km |
| 3811adff-5631-4b5a-a26a-c974501801d9 | 덕유산 | 덕유산 10번 코스 (정방향) | 9441m | 9.4km |
| 0ac22ebf-3e14-4012-9827-156d30dca102 | 월출산 | 월출산 4번 코스 (역방향) | 9432m | 9.4km |
| cef98e57-ec57-4ca5-80e1-9241777584c8 | 무등산 | 무등산 21번 코스 (정방향) | 9430m | 9.4km |
| bbf4cd64-565f-4922-984c-cb2150685c15 | 무등산 | 무등산 21번 코스 (역방향) | 9430m | 9.4km |
| 8e4a41df-8c8d-488c-8151-8924f126a3c0 | 계방산 | 계방산 1번 코스 (왕복코스) | 9410m | 9.4km |
| 92a69711-67b4-467b-a98a-6eb3b72f84a8 | 변산 | 변산 3번 코스 (역방향) | 9398m | 9.4km |
| 912fe40c-478a-4577-854a-ca1e8eb55697 | 남산 | 남산 1번 코스 (왕복코스) | 9394m | 9.4km |
| 4301ee89-653a-4778-a5d7-dad68028b036 | 비슬산 | 비슬산 1번 코스 (왕복코스) | 9393m | 9.4km |
| 04ab096d-9482-43c1-abab-2e20abfeb724 | 황석산 | 황석산 1번 코스 (정방향) | 9390m | 9.4km |
| a9198f67-d01f-4ec7-81c1-366d00ac7d48 | 도봉산 | 도봉산 26번 코스 (역방향) | 9378m | 9.4km |
| 335a6caa-a46b-48ac-a3c7-fc052844b40f | 도봉산 | 도봉산 26번 코스 (정방향) | 9378m | 9.4km |
| c4640ebc-7c05-4975-a4cf-e62657601cce | 무등산 | 무등산 6번 코스 (정방향) | 9376m | 9.4km |
| cd859f16-f8cf-4372-83b3-3208161c6a32 | 무등산 | 무등산 6번 코스 (역방향) | 9369m | 9.4km |
| 73d09e40-bae6-49f0-9f94-bbc550a44a01 | 관악산 | 관악산 8번 코스 (역방향) | 9368m | 9.4km |
| 72a30055-0b65-4334-99de-1c5d6c2f2091 | 청량산 | 청량산 3번 코스 (정방향) | 9355m | 9.4km |
| 80824eee-9bcf-418c-a9f7-577dda43da68 | 북한산 | 북한산 30번 코스 (정방향) | 9352m | 9.4km |
| ef599a27-670a-4c64-b5aa-996453d72a15 | 백운산(광양) | 백운산(광양) 2번 코스 (역방향) | 9350m | 9.3km |
| 8301fe52-7f74-43ac-bd3a-54ee96bbdb0a | 명지산 | 명지산 2번 코스 (역방향) | 9342m | 9.3km |
| ab24753a-c0bb-47ff-b24d-72afc89fe19a | 미륵산 | 미륵산 3번 코스 (역방향) | 9339m | 9.3km |
| 2928764d-051e-4130-97c4-1f34629bf9f8 | 북한산 | 북한산 1번 코스 (역방향) | 9330m | 9.3km |
| 7c6c9afe-f50c-42e1-95fa-5d4d87ca0b29 | 지리산둘레길 | 지리산둘레길 21번 코스 (왕복코스) | 9326m | 9.3km |
| f09d9c17-6927-4fdf-be4a-fac97ed7365a | 무등산 | 무등산 27번 코스 (역방향) | 9318m | 9.3km |
| 61d263d1-05ae-4d7e-b1cd-5d3828078556 | 팔영산 | 팔영산 2번 코스 (왕복코스) | 9315m | 9.3km |
| 8711d3a5-b475-473e-acff-19c09870f38a | 금정산 | 금정산 21번 코스 (역방향) | 9300m | 9.3km |
| 960c2a55-4d62-485e-8b03-3449b7bf78a4 | 금오산 | 금오산 1번 코스 (정방향) | 9282m | 9.3km |
| 3dc2af52-29bf-45f7-b4a7-d3cf46c68fbc | 두륜산 | 두륜산 2번 코스 (왕복코스) | 9273m | 9.3km |
| 4d675d65-8c55-4085-844e-50885b95bb42 | 칠갑산 | 칠갑산 2번 코스 (역방향) | 9257m | 9.3km |
| 919ee5c8-4a3c-4b5d-a18a-f813875cef2c | 미륵산 | 미륵산 4번 코스 (역방향) | 9256m | 9.3km |
| 18b1351d-5809-4864-b312-a001c335fe4f | 운문산 | 운문산 4번 코스 (정방향) | 9245m | 9.2km |
| d62b3a72-896f-41b9-9f6b-c0c82be54e1c | 백암산 | 백암산 2번 코스 (정방향) | 9241m | 9.2km |
| 1e7272d8-b6e9-475a-aea6-8187cc03fffe | 감악산 | 감악산 6번 코스 (역방향) | 9235m | 9.2km |
| b099ed07-b53e-420c-a347-18d55ff78890 | 금오산 | 금오산 4번 코스 (왕복코스) | 9230m | 9.2km |
| ccdcfaaf-4ece-4eea-a5ca-d5811393d084 | 무등산 | 무등산 12번 코스 (역방향) | 9229m | 9.2km |
| e7e5a2cd-9568-412c-b640-ecbe4745f20a | 월출산 | 월출산 5번 코스 (왕복코스) | 9224m | 9.2km |
| 71524924-6b3c-4e30-ab00-15775ecceb04 | 명성산 | 명성산 1번 코스 (역방향) | 9220m | 9.2km |
| c59adcf9-1066-4547-bd24-07324bd2e111 | 무등산 | 무등산 13번 코스 (역방향) | 9213m | 9.2km |
| 22b13f8e-5152-4631-913e-f3c43fcc4f44 | 신불산 | 신불산 6번 코스 (왕복코스) | 9193m | 9.2km |
| b9e7e902-dac4-4fba-979a-b9e00f3d3a01 | 신불산 | 신불산 10번 코스 (역방향) | 9182m | 9.2km |
| c0d2305a-c85a-4aee-a704-3af9d2775a26 | 신불산 | 신불산 10번 코스 (정방향) | 9179m | 9.2km |
| 8babe932-1798-4d2d-a1df-5f4e54cf0e5d | 덕유산 | 덕유산 8번 코스 (왕복코스) | 9173m | 9.2km |
| 1cd34a5e-d87a-4d85-8117-1e0440b26b03 | 주흘산 | 주흘산 3번 코스 (역방향) | 9161m | 9.2km |
| 10dd8800-8d1e-4ff5-b6b9-8fa64e2ab019 | 북한산 | 북한산 31번 코스 (정방향) | 9140m | 9.1km |
| 26146aa3-b3ec-4d0b-9902-a697a837e665 | 관악산 | 관악산 6번 코스 (정방향) | 9139m | 9.1km |
| d8b13b70-48b4-40a9-9019-86b310df978f | 관악산 | 관악산 6번 코스 (역방향) | 9139m | 9.1km |
| b6506b7a-3342-4bb4-b668-47bdc77e279f | 감악산 | 감악산 2번 코스 (역방향) | 9131m | 9.1km |
| d0067b2f-8bbb-41bf-a722-ddaf63e7a553 | 화왕산 | 화왕산 4번 코스 (왕복코스) | 9125m | 9.1km |
| 341c4c08-0c1a-4b1a-b141-4cf8543fbed0 | 가지산 | 가지산 1번 코스 (역방향) | 9112m | 9.1km |
| ecf1765b-643a-4926-809d-aa3c1c4f0bd2 | 치악산 | 치악산 1번 코스 (역방향) | 9094m | 9.1km |
| 6baccfa8-08b7-4752-842c-e7b88768c7fc | 가지산 | 가지산 1번 코스 (정방향) | 9090m | 9.1km |
| f169d158-b8f5-4441-9962-2bbe2936faeb | 서대산 | 서대산 5번 코스 (역방향) | 9078m | 9.1km |
| f2afe441-4705-41e7-a936-33cd7d28bcf9 | 북한산 | 북한산 32번 코스 (정방향) | 9068m | 9.1km |
| 3550ac53-7f97-4011-bc98-023b77d21808 | 월악산 | 월악산 2번 코스 (왕복코스) | 9068m | 9.1km |
| b082326d-0048-48dc-b832-aceea2787598 | 무등산 | 무등산 14번 코스 (정방향) | 9053m | 9.1km |
| 150556f6-0628-41de-8329-72cbda0e309e | 무등산 | 무등산 18번 코스 (정방향) | 9049m | 9km |
| 8fb2947d-0d17-473c-b648-b5e35fa67c7e | 칠갑산 | 칠갑산 2번 코스 (정방향) | 9048m | 9km |
| f1a6d524-c414-4bf0-b65f-bb8cd18b53fc | 백운산(광양) | 백운산(광양) 1번 코스 (역방향) | 9047m | 9km |
| da02894b-97ec-4e06-900d-fd217bf300ee | 모악산 | 모악산 2번 코스 (정방향) | 9035m | 9km |
| aaab8a9a-33a6-4d4c-8a12-401484d0cacb | 팔공산 | 팔공산 17번 코스 (왕복코스) | 9023m | 9km |
| 36ba672c-5d10-4324-a207-e712736c3744 | 덕유산 | 덕유산 2번 코스 (왕복코스) | 9010m | 9km |
| 59a63ce3-3912-45c0-95c2-8ed79a4c2836 | 북한산 | 북한산 54번 코스 (정방향) | 9010m | 9km |
| d3895523-276b-4035-a214-aec56e7d60f1 | 북한산 | 북한산 54번 코스 (역방향) | 9010m | 9km |
| 4648937e-da6e-47f6-a6e9-afe4dc11cd98 | 대관령숲길 | 대관령숲길 13번 코스 (왕복코스) | 8999m | 9km |
| 7ab8bcc4-6bcf-45ce-bd14-5fac440ff219 | 황매산 | 황매산 1번 코스 (역방향) | 8993m | 9km |
| 11da2e3e-799d-4f1c-b3ce-75500e8697bc | 백암산 | 백암산 2번 코스 (역방향) | 8990m | 9km |
| b5f54aec-3e8a-4331-93c5-88912150fe36 | 감악산 | 감악산 7번 코스 (정방향) | 8983m | 9km |
| 35396513-dbc6-4f9a-b7a7-dcc97b1c1208 | 관악산 | 관악산 1번 코스 (역방향) | 8981m | 9km |
| 39b8d4f9-acbd-4a21-b0a5-77fac8b542c5 | 명지산 | 명지산 2번 코스 (정방향) | 8967m | 9km |
| 8ab7855b-c5c2-4d7b-859f-1ef7c0c5ac8a | 금정산 | 금정산 3번 코스 (왕복코스) | 8967m | 9km |
| 6ea4acc1-1649-4aea-9fb2-067d96e01f28 | 미륵산 | 미륵산 2번 코스 (정방향) | 8965m | 9km |
| 5d5a0bea-1958-4108-9cdd-d872dc1ba1a0 | 관악산 | 관악산 1번 코스 (정방향) | 8962m | 9km |
| a23a11c3-7ee5-43fd-84b9-2e7da90f75e7 | 용문산 | 용문산 2번 코스 (정방향) | 8961m | 9km |
| ea8238a3-0811-448d-a759-fa9fd863a690 | 용화산 | 용화산 5번 코스 (왕복코스) | 8951m | 9km |
| 65bfb8a6-4957-493c-a1ad-af95ceb594bd | 백운산(정선) | 백운산(정선) 2번 코스 (역방향) | 8949m | 8.9km |
| d0add9ac-0e98-4e99-bbd9-4e4771eb718b | 용화산 | 용화산 2번 코스 (정방향) | 8948m | 8.9km |
| 39a838e7-b546-4857-924f-446dcbbfe794 | 도봉산 | 도봉산 11번 코스 (왕복코스) | 8944m | 8.9km |
| 05cd5672-d1fe-41f4-b4b0-26070094d5d3 | 가야산 | 가야산 5번 코스 (왕복코스) | 8941m | 8.9km |
| b4e78eb1-40de-4c70-94a5-2f0e86098165 | 천성산 | 천성산 2번 코스 (정방향) | 8889m | 8.9km |
| 625c41af-a2f8-4c00-80f9-decb99f774f8 | 무등산 | 무등산 11번 코스 (왕복코스) | 8869m | 8.9km |
| 214fe569-430b-4ad9-bd49-972d36b50bcc | 내장산 | 내장산 1번 코스 (왕복코스) | 8861m | 8.9km |
| 9260fda6-fefc-41cd-abf8-b81ab0b0d7c2 | 관악산 | 관악산 13번 코스 (정방향) | 8843m | 8.8km |
| 409fe94b-cf01-415b-b646-e74049eaee2d | 남산 | 남산 5번 코스 (정방향) | 8843m | 8.8km |
| 291af3c2-a8f9-4002-9f78-40928acb8b36 | 관악산 | 관악산 13번 코스 (역방향) | 8843m | 8.8km |
| 71de5e26-d017-417d-9422-0d7fb88d4685 | 남산 | 남산 5번 코스 (역방향) | 8843m | 8.8km |
| d71c8183-6eb9-491e-a35d-7b6c7e89aae7 | 용문산 | 용문산 5번 코스 (왕복코스) | 8829m | 8.8km |
| 24e4d241-f180-4e5a-9c88-c8b9e2b4d7c3 | 미륵산 | 미륵산 6번 코스 (정방향) | 8799m | 8.8km |
| e51739d9-6a15-4071-8e69-f35b46f90b51 | 구병산 | 구병산 1번 코스 (역방향) | 8761m | 8.8km |
| 78a2f63b-723c-43c4-bab0-c9cf5679e5b6 | 삼악산 | 삼악산 17번 코스 (정방향) | 8750m | 8.8km |
| 13ffb774-4304-420c-8d5d-f6972f36a6cf | 삼악산 | 삼악산 17번 코스 (역방향) | 8750m | 8.8km |
| 00ace417-b500-4382-bafe-be121babbf8b | 금오산 | 금오산 15번 코스 (역방향) | 8728m | 8.7km |
| 651112fe-c6d3-4b1a-918f-316bc366c955 | 관악산 | 관악산 12번 코스 (왕복코스) | 8710m | 8.7km |
| d3de000e-18ab-4a63-bb8d-c1ea7cf0145c | 금정산 | 금정산 16번 코스 (역방향) | 8685m | 8.7km |
| e23f93c5-2fb9-488c-a8cd-f89a7eddaf02 | 연화산 | 연화산 2번 코스 (역방향) | 8668m | 8.7km |
| 68eedfd6-aca4-4029-9b32-f9818367ec4f | 팔공산 | 팔공산 1번 코스 (왕복코스) | 8667m | 8.7km |
| 244454ee-84f0-4ba0-b9c9-11f6226e2c93 | 금정산 | 금정산 25번 코스 (왕복코스) | 8651m | 8.7km |
| 6db52a71-0277-4eae-a3ba-58ad82db14f8 | 금정산 | 금정산 20번 코스 (역방향) | 8648m | 8.6km |
| 72a17391-3573-433e-b748-f1c9bb4f3886 | 금오산 | 금오산 12번 코스 (왕복코스) | 8613m | 8.6km |
| 8491025e-76b8-4d4e-990f-850143502e14 | 무등산 | 무등산 9번 코스 (왕복코스) | 8584m | 8.6km |
| 928ef847-6754-4be8-bed6-8a96c6dfaa38 | 운문산 | 운문산 1번 코스 (역방향) | 8577m | 8.6km |
| bb4f3c49-e0db-4d45-8368-2c153f279efd | 유명산 | 유명산 2번 코스 (정방향) | 8575m | 8.6km |
| e897ceaa-bef0-49b1-a059-4d40ad6f06c9 | 계룡산 | 계룡산 3번 코스 (정방향) | 8560m | 8.6km |
| 675bee79-921c-4aa6-92f9-36c8226de806 | 무등산 | 무등산 25번 코스 (역방향) | 8560m | 8.6km |
| 0df47d61-41e4-4c12-b28d-b156bdcb703e | 무등산 | 무등산 25번 코스 (정방향) | 8560m | 8.6km |
| ce2dc56f-1dcd-4387-878a-92943d8d5fbe | 소요산 | 소요산 4번 코스 (왕복코스) | 8559m | 8.6km |
| 1a1049b8-6324-4016-9a9a-d9ac9fa48b43 | 신불산 | 신불산 9번 코스 (역방향) | 8526m | 8.5km |
| 299c44d1-ac5a-40a6-8e2c-0184acdbf17e | 북한산 | 북한산 30번 코스 (역방향) | 8502m | 8.5km |
| 4fc77e80-dca2-4c3f-b2db-b1583140218f | 백운산(포천) | 백운산(포천) 1번 코스 (역방향) | 8497m | 8.5km |
| 8488b355-456d-4d69-9ec3-10f8e28ddbcd | 백운산(광양) | 백운산(광양) 8번 코스 (정방향) | 8476m | 8.5km |
| b67cd7c6-6d58-496a-a6e2-f2c56008e096 | 백운산(광양) | 백운산(광양) 8번 코스 (역방향) | 8476m | 8.5km |
| 7b127d6f-fb55-47b6-bdca-1e1eac130781 | 장안산 | 장안산 1번 코스 (역방향) | 8465m | 8.5km |
| ac830942-06de-4359-934b-97fac0dbf0fd | 무등산 | 무등산 13번 코스 (정방향) | 8453m | 8.5km |
| a802cae1-702f-414a-a1c7-63d4d95b4aa5 | 금오산 | 금오산 8번 코스 (왕복코스) | 8452m | 8.5km |
| 2c24d78b-d5e1-4873-a47b-4253f0ac6eb7 | 북한산 | 북한산 34번 코스 (정방향) | 8440m | 8.4km |
| 0defae5f-86aa-4cce-9487-783118f282c7 | 관악산 | 관악산 10번 코스 (왕복코스) | 8434m | 8.4km |
| 2ac2bd53-f278-4efc-b747-bf19a37c2b2f | 신불산 | 신불산 15번 코스 (왕복코스) | 8431m | 8.4km |
| acd9e1ce-45ec-46f4-a167-27fb6fbc02d9 | 금정산 | 금정산 33번 코스 (정방향) | 8419m | 8.4km |
| 2f7bae30-9ef0-4cca-9b25-31ff42fc60fd | 연화산 | 연화산 2번 코스 (정방향) | 8415m | 8.4km |
